Evaluation of a Population with size 50, on Track "Track1", using the following GA operators: 
Selection: DefaultSelectionOperator
Recombination: RandomRecombination
Mutation: MutateAllButBestTwo
FitnessCalculation: DefaultFitnessCalculation

1	0.09420095
2	0.4449619
3	0.4894789
4	0.7044892
5	0.7034178
6	0.7057056
7	0.7061826
8	0.7723582
9	0.7716653
10	0.7718753
11	0.771696
12	0.7723132
13	0.7710505
14	0.7723224
15	0.7714258
16	0.7709647
17	0.7718435
18	0.782757
19	0.782757
20	0.7511145
21	0.7719879
22	0.782757
23	0.7712069
24	0.773111
25	0.782757
26	0.8395218
27	0.782757
28	0.8531467
29	0.8516574
30	0.839172
31	0.8072528
32	0.782757
33	0.782757
34	0.782757
35	0.782757
36	0.782757
37	0.782757
38	0.782757
39	0.7836075
40	0.782757
41	0.7837441
42	0.7845222
43	0.7844315
44	0.782757
45	0.7833163
46	0.7836864
47	0.785161
48	0.7872579
49	0.7839412
50	0.7849417
51	0.7835716
52	0.782757
53	0.7867653
54	0.7893958
55	0.7889487
56	0.8536987
57	0.7882389
58	0.8217883
59	0.8516574
60	0.8541521
61	0.8538665
62	0.8360001
63	0.8531486
64	0.8532201
65	0.8535829
66	0.8532092
67	0.8537661
68	0.8536175
69	0.8360001
70	0.8360001
71	0.8376471
72	0.8516574
73	0.8230901
74	0.8516574
75	0.8360001
76	0.823054
77	0.8219341
78	0.8214838
79	0.8370922
80	0.8221586
81	0.821897
82	0.8221017
83	0.8213252
84	0.8216856
85	0.8220816
86	0.8516574
87	0.8360001
88	0.8228821
89	0.8516574
90	0.8534971
91	0.8516574
92	0.8532476
93	0.8516574
94	0.8516574
95	0.8533484
96	0.8516574
97	0.8516574
98	0.8516574
99	0.8516574
100	0.8533695
101	0.8537059
102	0.8516574
103	0.8387295
104	0.8530191
105	0.8516574
106	0.8538954
107	0.8516574
108	0.8541768
109	0.8536185
110	0.8546336
111	0.8535761
112	0.8547477
113	0.8657093
114	0.8657093
115	0.8550515
116	0.8516574
117	0.8545274
118	0.853384
119	0.8657093
120	0.8545729
121	0.8807871
122	0.8549357
123	1
124	1
125	1
126	1
127	1
128	1
129	0.8834252
130	0.8536956
131	0.8516574
132	0.8545079
133	0.8535035
134	0.8539786
135	0.8657093
136	1
137	1
138	0.08542486
139	0.8536865
140	1
141	0.8391513
142	0.8378767
143	0.8213252
144	0.782757
145	0.838421
146	1
147	1
148	0.8547145
149	0.8547707
150	1
151	0.8657093
152	1
153	0.8539492
154	0.8539959
155	0.8657093
156	1
157	1
158	0.8828205
159	0.8657093
160	1
161	1
162	1
163	1
164	0.08542486
165	0.1188597
166	0.8657093
167	0.8657093
168	0.8540919
169	0.8548593
170	0.8657093
171	0.8657093
172	0.8657093
173	0.8657093
174	0.8657093
175	0.8657093
176	0.8657093
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	0.8516574
185	1
186	1
187	1
188	1
189	1
190	1
191	0.8536999
192	0.8516574
193	0.8657093
194	1
195	1
196	1
197	0.782757
198	1
199	0.8540581
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	0.782757
229	1
230	0.8545378
231	0.8541516
232	0.8544419
233	0.8657093
234	1
235	1
236	0.878049
237	0.8757601
238	0.8849264
239	0.8709974
240	0.853967
241	0.8828893
242	1
243	0.8770552
244	1
245	1
246	1
247	1
248	0.8704388
249	0.8767352
250	0.8678401
251	0.8741559
252	0.8723053
253	1
254	1
255	1
256	1
257	1
